Id,Ime_ucenika,Prezime_ucenika,Datum_rodjenja_ucenika,OIB,Ime_oca,Adresa_ucenika,Postanski_broj,Mjesto,Naziv_zupanije,Naziv_skole,Adresa_skole,Broj_razreda,Slovo_razreda,Naziv_predmeta,Broj_sati_tjedno,Ime_nastavnika,Prezime_nastavnika,Datum_rodjenja_nastavnika,Pocetak_rada,Kraj_rada,Naziv_zvanja,Broj_ocjene
867,Janot,Baress,2009-12-02,76551685213,Neils,78 Vermont Drive,22300,Ostrožská Nová Ves,Brodsko-posavska,Osnovna škola Cvijet,258 Summerview Avenue,3,I,Political Science,4,Felic,Deme,2025-09-20,2026-03-17,,Assistant professor,2
868,Patti,Duggan,2010-03-12,71918920069,Ted,81 Randy Trail,11200,Shimen,Varaždinska,Srednja škola Supernova,93 Almo Place,2,F,Economics,5,Gabi,Cloney,2026-01-07,2025-12-09,,Assistant professor,4
869,Glyn,Haccleton,2012-01-20,96763246182,Gualterio,9392 Redwing Plaza,44000,Isahaya,Dubrovačko-neretvanska,Osnovna škola Trava,63738 Forster Parkway,1,C,Physics,3,Vinny,Altoft,2026-04-16,2026-02-15,,Lecturer,1
870,Maximo,Rive,2008-06-30,85270189658,Agustin,658 Huxley Point,99000,Hengyang,Krapinsko-zagorska,Osnovna škola Snijeg,694 Westridge Road,1,H,Anthropology,1,Ragnar,Fockes,2026-04-22,2026-01-20,,Docent,1
871,Farrah,Imore,2012-09-21,21607172960,Paton,620 Twin Pines Plaza,54321,Klerksdorp,Primorsko-goranska,Osnovna škola Sunce,08 Paget Park,3,B,Environmental Science,2,Cristal,Brellin,2026-07-30,2025-10-27,,Visiting professor,5
872,Junie,Eglaise,2010-06-04,36856036162,Tammy,3202 Jenna Circle,44500,Sauce,Bjelovarsko-bilogorska,Osnovna škola Crna rupa,19 Washington Center,2,B,Physical Education,1,Ashien,Lethlay,2025-10-22,2025-10-01,,Lecturer,2
873,Beth,Petrovsky,2010-02-04,91157077587,Adrien,23 Veith Alley,20000,Jatibonico,Vukovarsko-srijemska,Osnovna škola Saturn,35510 Little Fleur Street,3,F,Sociology,3,Madelena,Goldsby,2026-02-27,2025-09-25,,Visiting professor,1
874,Ingmar,Larose,2008-09-09,81513066828,Aharon,0224 Lindbergh Avenue,35000,Sigay,Dubrovačko-neretvanska,Umjetnička škola Sunce,3725 Summit Circle,2,H,Physical Education,3,Cammi,Debenham,2026-05-11,2025-10-26,,Visiting professor,4
875,Travis,Le Port,2009-08-18,48201958231,Frederik,7 Milwaukee Place,11200,Palaióchora,Koprivničko-križevačka,Gimnazija Drvo,92 Monterey Plaza,2,D,Nursing,5,Manda,Brocklehurst,2025-12-15,2025-09-04,,Profesor emeritus,2
876,Ingram,Hoys,2012-07-31,93231902780,Carlie,31393 Carberry Circle,11000,Karano,Brodsko-posavska,Srednja škola Otok,11084 Cordelia Alley,4,J,Mathematics,2,Amabel,Rean,2026-02-10,2025-12-16,,Associate professor,1
877,Jereme,Eneas,2009-06-18,95560744301,Tremain,59 Mesta Alley,11200,Balykchy,Zadarska,Gimnazija Komet,8442 Commercial Crossing,1,B,Geography,5,Ian,Crannach,2025-09-13,2026-01-17,,Asistent,3
878,Temple,Dinsale,2012-10-01,14681788470,Gilbert,828 Prentice Crossing,22300,Lębork,Istarska,Osnovna škola Planina,31 Debra Park,3,A,Environmental Science,3,Mariquilla,Keward,2025-11-17,2025-12-13,,Research professor,1
879,Garry,Hentzeler,2012-05-16,85725063429,Pembroke,628 Bartelt Trail,44000,Yonghe,Međimurska,Tehnička škola Sunčev sustav,35 Arkansas Trail,2,A,Criminal Justice,4,Myrta,Monkleigh,2025-10-31,2026-06-26,,Asistent,3
880,Rosa,Fogden,2009-02-10,11990248499,Galvin,9 Ruskin Lane,44500,Chuangye,Pazinska,Osnovna škola Sunčeva svjetlost,1 Sherman Parkway,1,B,Computer Science,4,Megan,Sposito,2026-01-10,2026-06-11,,Visiting professor,5
881,Modesty,Fidelli,2009-08-09,84288540422,Jake,029 Dayton Circle,20000,Longhua,Brodsko-posavska,Gimnazija Vjetar,526 Luster Circle,2,A,Medicine,5,Marsha,Bergstrand,2025-10-31,2026-06-21,,Predavac,2
882,Dame,Braisted,2009-05-07,85224883428,Giacopo,92 Towne Avenue,88900,Shibi,Pazinska,Gimnazija Zvijezda,5 Colorado Plaza,3,G,Environmental Science,4,Inna,Sommerly,2026-02-25,2026-07-26,,Adjunct professor,1
883,Lusa,Tallquist,2010-07-18,14355060678,Janos,46041 Ramsey Circle,88000,Esteio,Lika-senjska,Osnovna škola Voda,58 Anderson Hill,3,B,Architecture,1,Bellina,Josskoviz,2025-10-04,2025-11-17,,Visiting professor,5
884,Max,Dana,2011-04-04,31537526182,Adams,2736 Granby Junction,88900,Huayuan,Šibensko-kninska,Srednja škola More,49 Northland Terrace,1,J,Law,1,Herminia,Simchenko,2026-04-11,2026-07-03,,Associate professor,4
885,Orelle,Wigfall,2012-11-30,39066000283,Ignatius,76 Carpenter Terrace,11000,Arkhaía Kórinthos,Vukovarsko-srijemska,Osnovna škola Zvijezda,834 Waubesa Park,4,E,Accounting,3,Adel,Rist,2025-08-22,2026-04-26,,Lecturer,4
886,Berrie,Rops,2012-07-17,93922524855,Marve,6646 Sachs Way,35000,Gamovo,Dubrovačko-neretvanska,Osnovna škola Ptica,9908 Tennyson Circle,1,F,Engineering,1,Kane,Bowdrey,2026-06-21,2025-08-27,,Asistent,5
887,Claresta,Grellier,2010-07-25,62580835939,Benjy,196 Orin Place,77000,Senekal,Osječko-baranjska,Osnovna škola Planina,3986 Bellgrove Circle,3,C,History,3,Thedrick,Hambright,2026-06-16,2026-06-13,,Docent,1
888,Baron,Staries,2010-01-15,99273761501,Hermon,406 Shasta Lane,44000,Cachoeirinha,Varaždinska,Tehnička škola Sunčev sustav,6623 Jenifer Terrace,3,H,Veterinary,5,Fidela,Tante,2026-02-09,2026-05-15,,Associate professor,4
889,Orion,Veronique,2008-11-17,89726240569,Skye,88881 Beilfuss Court,54321,Zili,Koprivničko-križevačka,Tehnička škola Oblak,36545 Red Cloud Junction,3,A,Biology,1,Papageno,Oselton,2025-12-06,2026-03-31,,Adjunct professor,2
890,Rollin,Pergens,2011-10-25,95488500197,Mateo,323 Homewood Trail,22300,Kubangwaru,Vukovarsko-srijemska,Umjetnička škola Mjesec,874 Morning Parkway,3,E,Engineering,1,Herbie,Syde,2025-09-28,2025-09-05,,Assistant professor,5
891,Lauri,Branton,2012-02-12,92066934075,Zacharie,55 Spaight Place,88000,Tullinge,Dubrovačko-neretvanska,Tehnička škola Jupiter,42 Steensland Place,2,D,Nursing,5,Ardenia,Liddiatt,2026-01-14,2025-12-26,,Profesor emeritus,3
892,Carlina,Kohring,2012-08-11,48518790783,Delmer,5 Vernon Street,20000,Vladivostok,Brodsko-posavska,Srednja škola Zemlja,37562 Knutson Point,2,G,Dentistry,1,Stanley,Wathey,2026-07-12,2026-04-10,,Assistant professor,1
893,Ortensia,Pendlenton,2009-09-22,77258826449,Tremaine,8230 Ridge Oak Circle,99000,Independencia,Karlovačka,Gimnazija Jesen,8929 Dexter Plaza,4,C,Nursing,3,Dory,Ackeroyd,2026-07-12,2026-07-23,,Asistent,4
894,Malachi,Treagust,2008-11-12,30166114008,Osbert,74 Oak Valley Alley,20000,Novikovo,Sisačko-moslavačka,Tehnička škola Svemir,65763 Brickson Park Street,3,D,Astronomy,1,Niko,Killelay,2026-04-07,2026-04-24,,Assistant professor,2
895,Zondra,Janouch,2011-06-24,87290372320,Carmine,283 Del Mar Parkway,44000,Drásov,Zagrebačka,Umjetnička škola Mars,0587 Mockingbird Alley,4,G,Engineering,3,Shadow,Simeonov,2026-01-27,2026-06-18,,Predavac,1
896,Franciska,Schleicher,2010-10-27,94886783072,Baxy,1652 Havey Road,55000,Wrocław,Krapinsko-zagorska,Umjetnička škola Nebesko tijelo,6315 Oak Valley Pass,1,F,Nursing,5,Yoko,Denes,2026-04-30,2026-05-23,,Adjunct professor,2
897,Kaine,Beahan,2010-09-16,96661225650,Abbott,826 Michigan Place,77000,Menongue,Sisačko-moslavačka,Umjetnička škola Sunce,8133 Esch Place,1,H,Literature,1,Shaine,Clawson,2025-12-24,2026-05-09,,Associate professor,4
898,Monah,Deetch,2010-12-30,44930985719,Jose,2 Bunting Parkway,99000,Ar Raqqah,Krapinsko-zagorska,Osnovna škola Planeta X,76632 Oriole Trail,1,G,Dentistry,4,Gualterio,Gianneschi,2025-10-06,2026-03-28,,Asistent,1
899,Cello,Gruczka,2012-12-14,65472054566,Benjy,1941 Eagle Crest Circle,77000,Rucheng Chengguanzhen,Zagrebačka,Tehnička škola Sunčev sustav,85 Fordem Park,3,I,Psychology,3,Aymer,Pottery,2025-09-14,2025-12-21,,Research professor,4
900,Trever,Mingey,2009-05-13,25321544753,Tedmund,237 Fordem Trail,88000,Puerto Barrios,Požeško-slavonska,Srednja škola More,6 Debra Road,2,J,Art,5,Nomi,Snedden,2026-01-01,2025-09-16,,Adjunct professor,2
901,Jordan,Dradey,2010-11-09,80350182715,Chas,4 Utah Junction,20000,Xinfeng,Osječko-baranjska,Gimnazija Cvijet,4161 Scoville Lane,1,A,Philosophy,4,Jerrilee,Dufaur,2025-12-26,2025-12-27,,Profesor emeritus,4
902,Welch,Le Sarr,2008-07-09,76312195557,Quill,78 Almo Avenue,44500,Mýrina,Lika-senjska,Umjetnička škola Oblak,42 Fieldstone Drive,4,B,Music,4,Lizzy,Curcher,2025-08-21,2026-03-13,,Predavac,3
903,Vivianna,Iacobacci,2012-03-10,20163522480,Benji,05038 Anzinger Park,88000,Qiling,Požeško-slavonska,Srednja škola Otok,356 Park Meadow Avenue,2,G,Dentistry,4,Irving,Deluca,2026-07-14,2026-01-13,,Docent,5
904,Ardelle,Iacoviello,2010-03-23,10047517210,Lazare,7041 Bobwhite Drive,44000,Iwamizawa,Brodsko-posavska,Umjetnička škola Mjesec,2774 Westerfield Avenue,1,C,Literature,1,Mariam,Bednell,2026-03-25,2025-10-24,,Adjunct professor,3
905,Shandie,Zarfati,2011-06-25,98502676330,Gifford,852 Muir Lane,77000,Burträsk,Osječko-baranjska,Umjetnička škola Sunce,4 Green Center,3,J,Physics,4,Felicle,Puttan,2026-04-03,2025-09-18,,Profesor emeritus,2
906,Gun,Chatwood,2009-11-16,77550293325,Gar,5339 Burning Wood Junction,99000,Badovinci,Lika-senjska,Srednja škola Supernova,74 Service Drive,2,I,Business,4,Prentice,Durdle,2026-03-02,2026-02-13,,Predavac,1
907,Feodor,Le Blond,2011-05-18,10586519077,Carling,51 Summer Ridge Hill,11000,Ciakar,Zadarska,Tehnička škola Kiša,70 Becker Crossing,1,A,English,1,Ronalda,Duffett,2025-09-20,2025-12-09,,Docent,3
908,Jacynth,Westlake,2008-06-21,66919109088,Finn,180 Walton Center,88000,Segezha,Koprivničko-križevačka,Osnovna škola Planina,194 Nancy Avenue,4,E,Physical Education,2,Tallulah,Cadman,2025-08-23,2026-07-24,,Associate professor,2
909,Ginnie,Hallatt,2008-02-15,43291931413,Lenci,934 Vidon Junction,11000,Mihara,Međimurska,Osnovna škola Cvijet,5014 Colorado Lane,4,F,Chemistry,1,Cristine,Taplin,2026-03-06,2026-01-18,,Associate professor,5
910,Ora,Judgkins,2008-11-15,89922795039,Bernardo,7422 Anderson Circle,55000,Niushou,Vukovarsko-srijemska,Umjetnička škola Oblak,4 Coolidge Parkway,1,J,Physical Education,4,Kleon,Zotto,2025-12-13,2025-12-03,,Lecturer,3
911,Gaylene,Youel,2010-09-05,11115322352,Herold,9575 Chinook Crossing,20000,Hanušovice,Lika-senjska,Umjetnička škola Oblak,47 Oakridge Way,1,G,Physical Education,3,Gerald,Joskovitch,2025-09-04,2025-11-18,,Profesor emeritus,4
912,Urban,Morden,2011-05-25,40249033914,Mayne,62472 Northland Place,66700,Sukadana,Brodsko-posavska,Osnovna škola Crna rupa,75467 Arkansas Alley,2,G,Philosophy,5,Anabel,Calveley,2025-08-14,2026-03-22,,Adjunct professor,1
913,Nat,Hinkens,2010-08-08,83974853890,Phip,301 Hooker Alley,99000,Pangtangis Dajah,Međimurska,Gimnazija Jesen,04240 Ohio Trail,2,E,Computer Science,3,Riane,Marrion,2025-10-20,2025-09-25,,Visiting professor,1
914,Winfield,Epinoy,2012-08-17,47058650420,Xenos,737 Calypso Drive,12345,Pendiqing,Međimurska,Osnovna škola Cvijet,342 Novick Point,2,H,Marketing,3,Katti,Larkcum,2025-10-13,2025-10-31,,Adjunct professor,3
915,Giorgia,Pulver,2010-06-13,97266240681,Brant,20 Alpine Road,55600,Boca de Parita,Splitsko-dalmatinska,Osnovna škola Sunce,9 North Drive,4,A,Music,2,Griswold,Lilie,2026-03-11,2025-12-06,,Docent,2
916,Finley,Harmeston,2009-10-13,26253875050,Flint,2579 Donald Crossing,55600,Niagara Falls,Vukovarsko-srijemska,Umjetnička škola Mars,856 Reindahl Hill,2,D,Philosophy,5,Fanya,Peltzer,2026-03-08,2025-10-19,,Docent,5
917,Mareah,Scurrey,2011-04-04,49085489266,Slade,26 Warbler Circle,66000,Itapicuru,Pazinska,Umjetnička škola Nebesko tijelo,1 Victoria Crossing,3,D,Nursing,1,Gabriel,Clitherow,2025-09-28,2025-10-13,,Asistent,1
918,Ede,Bevington,2010-07-17,28748574848,Marietta,0 Kennedy Road,55600,Marau,Zadarska,Umjetnička škola Oblak,62 Donald Place,4,B,English,1,Aldon,Wheater,2025-12-20,2026-01-21,,Assistant professor,4
919,Aldrich,Swiggs,2012-01-10,68247377632,Albrecht,6 Crest Line Court,12345,Nanhu,Brodsko-posavska,Osnovna škola Ptica,7 Barnett Way,4,E,Astronomy,4,Timmie,Megahey,2026-06-25,2026-01-06,,Predavac,1
920,Madeline,Dorrington,2008-01-16,33708093368,Willey,59 Sloan Trail,66700,Novi Beograd,Karlovačka,Srednja škola Ljeto,319 Prentice Circle,3,C,Literature,2,Drusie,Barlee,2026-07-28,2026-06-02,,Visiting professor,4
921,Ado,Gather,2009-03-25,48550584093,Troy,81785 Colorado Crossing,66700,Pasirreungit,Lika-senjska,Gimnazija Drvo,323 Sycamore Parkway,1,D,Dentistry,5,Brietta,Harnor,2026-05-24,2026-07-04,,Adjunct professor,1
922,Michele,McShee,2011-11-14,82640051362,Chan,749 Bellgrove Junction,33400,Jishigang,Splitsko-dalmatinska,Srednja škola Mjesec,0 Bayside Crossing,3,J,Sociology,2,Aguistin,Flooks,2026-05-01,2026-07-05,,Research professor,1
923,Kerianne,Kivlehan,2008-06-01,45601079762,Weylin,20170 Blue Bill Park Way,11000,Sokołów Podlaski,Istarska,Gimnazija Zvijezda,3 Colorado Hill,4,J,Psychology,5,Leandra,Lavis,2026-06-17,2026-02-26,,Visiting professor,3
924,Jerrylee,Moulsdale,2010-06-28,66847277771,Stanleigh,93 Surrey Alley,33400,Jiuxian,Požeško-slavonska,Umjetnička škola Oblak,91 Tomscot Circle,1,C,Biology,1,Ermentrude,Hulme,2025-12-19,2026-03-23,,Docent,2
925,Charmain,Boal,2012-02-03,17298032379,Kelly,1 Mendota Parkway,20000,Surenavan,Sisačko-moslavačka,Gimnazija Jesen,9415 Talisman Trail,3,E,Mathematics,5,Goldia,Durnian,2026-02-04,2025-09-20,,Profesor emeritus,2
926,Kendra,Cullingworth,2012-12-04,74798025403,Sayres,06915 Miller Terrace,20000,Calibishie,Karlovačka,Gimnazija Komet,6 Monica Junction,3,B,Music,1,Noach,O'Cooney,2026-06-22,2026-03-07,,Docent,1
927,Sophey,Ledford,2012-12-15,76970197903,Ivan,19 Everett Junction,66700,Chaoyang,Bjelovarsko-bilogorska,Srednja škola Otok,0 Donald Trail,2,J,Astronomy,3,Joseito,Simmill,2025-09-21,2026-05-12,,Assistant professor,4
928,Daphene,Twigley,2010-09-25,65706728277,Dael,213 Orin Point,33400,Awka,Virovitičko-podravska,Tehnička škola Jupiter,6 Oak Valley Center,1,J,Political Science,1,Raynell,Alltimes,2026-02-05,2026-02-16,,Research professor,1
929,Arte,Gee,2008-06-26,15724614972,Alvy,3 Sunfield Circle,55000,Ottawa,Brodsko-posavska,Tehnička škola Val,12156 Jenifer Drive,4,I,Law,5,Jewel,Swanborough,2026-01-10,2025-08-06,,Lecturer,4
930,Delilah,Manifold,2011-08-12,90426176292,Sly,6229 Glendale Crossing,44500,Pasiraman,Pazinska,Tehnička škola Sunčev sustav,7 Prentice Lane,4,I,Literature,5,Kacy,Clewley,2025-09-20,2026-07-09,,Predavac,4
931,Tailor,Scones,2011-03-13,84908758982,Leif,46899 Little Fleur Court,11200,Aleg,Osječko-baranjska,Gimnazija Vjetar,34 Swallow Drive,3,H,Medicine,5,Cord,Waddams,2026-03-19,2026-05-08,,Assistant professor,4
932,Thia,Edgecombe,2009-06-30,76918500793,Prent,8894 4th Court,33400,Isla Pucú,Primorsko-goranska,Osnovna škola Zvijezda,121 Jana Terrace,1,D,Engineering,5,Bethanne,Yosevitz,2026-07-15,2025-11-04,,Docent,3
933,Raine,Paddingdon,2011-11-04,34686038714,Lukas,42 Weeping Birch Avenue,22300,Marovoay,Lika-senjska,Tehnička škola Svemir,9 Twin Pines Point,3,E,Astronomy,3,Alayne,Bauduccio,2026-02-04,2026-05-14,,Research professor,1
934,Tucker,Heart,2012-10-06,56836394050,Enos,7 Mallard Place,99000,Embarcación,Požeško-slavonska,Umjetnička škola Sunce,5 Algoma Terrace,3,A,Music,3,Che,Campe,2026-05-05,2026-03-24,,Asistent,4
935,Darby,Filipychev,2010-01-30,14277486070,Emory,5132 Morning Hill,11000,Tiexi,Međimurska,Osnovna škola Saturn,04 Eagle Crest Park,2,E,Marketing,5,Law,Dannel,2026-07-28,2025-09-07,,Research professor,5
936,Hale,Flemming,2009-06-13,55735509968,Hilly,5 Arizona Way,11000,Karangsembung,Brodsko-posavska,Osnovna škola Voda,30358 Pleasure Avenue,1,H,English,4,Falito,Vogel,2026-03-22,2025-11-14,,Profesor emeritus,4
937,Pepito,Prendergrast,2009-12-12,79464225472,Zed,268 Dawn Park,66700,Prozor,Šibensko-kninska,Srednja škola More,138 Cambridge Junction,1,F,Chemistry,5,Amalle,Wedmore.,2026-06-06,2026-04-06,,Visiting professor,3
938,Tad,Glidder,2012-04-28,41642267042,Talbert,11416 Stoughton Crossing,99000,Xinglong,Brodsko-posavska,Osnovna škola Zima,55949 Holy Cross Alley,2,J,Law,2,Verge,Boulde,2026-04-11,2025-09-09,,Lecturer,2
939,Odelinda,Gledstane,2012-06-23,58501859404,Barney,6 Eagle Crest Plaza,55000,Sirre,Koprivničko-križevačka,Umjetnička škola Mjesec,8397 Lighthouse Bay Alley,4,C,Physical Education,2,Ruddy,Van den Dael,2025-10-20,2025-09-03,,Asistent,2
940,Lulu,Oller,2012-05-27,73443268234,Kenyon,545 Del Mar Trail,35000,Champigny-sur-Marne,Splitsko-dalmatinska,Umjetnička škola Mjesec,950 Golden Leaf Junction,2,B,Environmental Science,5,Consuelo,Stiegar,2026-06-12,2026-01-06,,Asistent,5
941,Murielle,Jepps,2011-02-02,76975826230,Reuben,6 Glacier Hill Center,11000,Mautapaga Bawah,Vukovarsko-srijemska,Osnovna škola Asteroid,01524 Charing Cross Circle,1,C,Environmental Science,3,Nikos,Anker,2025-11-28,2026-06-24,,Asistent,1
942,Theda,Quinton,2011-05-06,23718751274,Thornton,8412 Maywood Lane,66700,Regnów,Varaždinska,Gimnazija Jesen,9209 Becker Place,2,A,Chemistry,5,Florence,Scaplehorn,2026-04-20,2025-12-30,,Docent,5
943,Carin,Flement,2010-11-14,78988835054,Kingsly,04 Lillian Pass,12345,Bashan,Primorsko-goranska,Srednja škola Meteor,35 Commercial Parkway,3,E,Accounting,4,Cathrin,Alldred,2026-05-28,2026-03-01,,Adjunct professor,2
944,Janeva,Weedon,2010-09-24,77811310120,Sol,3679 Sheridan Lane,44500,Bantal,Vukovarsko-srijemska,Osnovna škola Šuma,33818 Northport Circle,2,A,Biology,2,Freeman,Najera,2025-08-22,2025-11-20,,Associate professor,4
945,Carrol,Bilney,2009-10-07,42466407027,Dante,228 Duke Terrace,20000,Colombes,Virovitičko-podravska,Osnovna škola Pustinja,58 Kingsford Court,4,G,English,5,Ann-marie,Acreman,2026-05-02,2025-11-10,,Profesor emeritus,3
946,Melanie,O'Lennachain,2008-07-16,52470775159,Marcel,04763 Linden Way,11200,Krajan,Požeško-slavonska,Osnovna škola Ptica,52476 Daystar Terrace,1,I,Anthropology,1,Willa,Etienne,2026-05-12,2026-02-02,,Assistant professor,2
947,Maris,Shortland,2009-03-25,45337771140,Eberhard,10 Heffernan Alley,66000,Ostrogozhsk,Šibensko-kninska,Umjetnička škola Mjesec,607 Marcy Terrace,1,E,Veterinary,4,Kelley,Baudoux,2026-04-28,2025-10-12,,Visiting professor,2
948,Massimiliano,Ashleigh,2011-01-18,99135192900,Alyosha,1798 Debra Junction,88900,Jiaoziya,Varaždinska,Umjetnička škola Mars,6610 Warner Plaza,4,G,Music,1,Aldous,Bann,2026-04-15,2025-12-08,,Lecturer,3
949,Chan,Agronski,2012-09-13,91287966127,Krisha,485 Springs Avenue,12345,Konstantinovo,Dubrovačko-neretvanska,Osnovna škola Cvijet,87 Canary Center,2,G,Music,4,Cherri,Sammut,2026-06-06,2025-08-13,,Research professor,3
950,Barton,Spikings,2011-07-10,55907147358,Sholom,145 Farmco Terrace,88000,Minyue,Splitsko-dalmatinska,Umjetnička škola Nebesko tijelo,13 Novick Street,1,C,Chemistry,2,Chaim,Donson,2025-11-27,2025-11-28,,Research professor,4
951,Neill,Padell,2011-05-30,40050428761,Titos,5 Starling Crossing,88900,Yixi,Splitsko-dalmatinska,Osnovna škola Cvijet,2040 Cottonwood Road,1,F,Criminal Justice,3,Darda,Farrell,2025-12-22,2025-09-28,,Predavac,5
952,Camel,Yellep,2012-04-05,43785094298,Jasun,76 Surrey Crossing,55000,Priekulė,Brodsko-posavska,Osnovna škola Zvijezda,862 Thompson Terrace,2,J,Marketing,2,Lise,Hitchens,2026-04-20,2025-11-28,,Docent,5
953,Edyth,Werner,2012-07-21,35919100162,Bartolemo,98412 Schmedeman Circle,44500,Pyrgetós,Splitsko-dalmatinska,Osnovna škola Zvijezda,5039 Bunker Hill Center,4,I,Physical Education,1,Birgit,Gerran,2025-08-08,2026-06-27,,Associate professor,3
954,Stacy,Riddiough,2009-07-23,63508482873,Boothe,1818 Continental Avenue,99000,Abua,Splitsko-dalmatinska,Srednja škola Meteor,9126 Commercial Point,4,E,Astronomy,2,Paxon,Lauritsen,2025-10-14,2025-11-04,,Visiting professor,4
955,Mathew,Laurenceau,2011-08-05,28932991683,Pete,198 Fairview Court,77000,Yeyik,Požeško-slavonska,Umjetnička škola Oblak,38830 Reindahl Drive,3,G,Geography,1,Grata,Cotterel,2025-08-16,2026-01-06,,Adjunct professor,2
956,Karine,Sign,2010-08-16,77688104993,Aristotle,02 Kennedy Crossing,99000,Banjar Sambangan,Šibensko-kninska,Gimnazija Jesen,95 Hoard Alley,4,I,Veterinary,4,Carolyn,Poyser,2025-11-11,2026-03-11,,Predavac,3
957,Lee,Karsh,2012-02-12,66088988664,Alvan,9466 Dayton Plaza,12345,Solikamsk,Pazinska,Tehnička škola Oblak,07502 Elmside Avenue,4,I,Medicine,3,Georgeanne,Giuron,2026-06-01,2026-06-11,,Adjunct professor,3
958,Laurette,McAline,2010-09-30,12897165177,Nickey,23 Doe Crossing Alley,22300,Kylmäkoski,Istarska,Srednja škola Mjesec,910 Gina Terrace,4,D,Nursing,5,Olia,Vasyushkhin,2025-12-11,2025-08-27,,Lecturer,5
959,Kory,Smiths,2008-09-29,36351736132,Elmer,55 Corry Alley,66000,Lebak,Sisačko-moslavačka,Srednja škola Mjesec,677 Banding Place,1,E,Sociology,4,Edie,Veryan,2026-03-02,2026-07-13,,Adjunct professor,3
960,Blanche,Burgne,2012-09-20,70280739417,Bone,7337 Anniversary Hill,11000,Portmore,Bjelovarsko-bilogorska,Osnovna škola Sunce,07 Boyd Park,3,A,Geography,3,Bonita,Seacroft,2025-11-11,2025-12-09,,Assistant professor,2
961,Callean,Buss,2010-04-16,78448606783,Radcliffe,90 Dahle Street,55000,Ängelholm,Karlovačka,Srednja škola Supernova,6331 Sundown Street,4,H,Medicine,1,Hugo,Seczyk,2025-10-07,2025-09-17,,Lecturer,3
962,Jard,Fulop,2011-04-19,44447875372,Huberto,7 Sheridan Drive,66700,Malandag,Vukovarsko-srijemska,Umjetnička škola Mjesec,29341 Jay Alley,3,C,Political Science,5,Tyrus,Ganniclifft,2026-03-23,2026-04-07,,Associate professor,5
963,Justinn,Duval,2009-03-08,43397152359,Aylmer,3559 Londonderry Terrace,33400,Ceper,Bjelovarsko-bilogorska,Gimnazija Komet,70692 Meadow Ridge Avenue,4,I,Veterinary,1,Wanda,Delhanty,2025-09-23,2026-03-27,,Assistant professor,4
964,Leona,Petrasso,2011-03-21,14094209075,Gavin,467 Milwaukee Trail,11200,Dingqing,Bjelovarsko-bilogorska,Srednja škola Supernova,5 Bellgrove Parkway,4,A,Music,3,Audre,Banck,2026-02-28,2026-05-07,,Assistant professor,2
965,Ruthie,Orto,2010-12-05,23332905522,Angelico,90 International Circle,35000,Gaoling,Međimurska,Srednja škola Supernova,8110 Crownhardt Point,1,C,Biology,5,Delia,Morcomb,2026-01-01,2026-07-26,,Associate professor,3
966,Gwyn,Maffione,2010-02-13,92394209735,Earvin,5 Randy Park,55000,Mogok,Pazinska,Gimnazija Drvo,86 Menomonie Alley,3,E,Law,5,Penn,Minger,2026-06-05,2026-01-16,,Asistent,1
967,Alexis,Spiring,2008-06-15,69420783802,Sonnie,101 Maple Wood Circle,66700,Bayanhoshuu,Primorsko-goranska,Gimnazija Jesen,0939 Old Gate Junction,3,D,Art,3,Gibb,Brighty,2026-04-02,2026-06-14,,Visiting professor,5
968,Krishnah,Chiese,2011-07-12,17280357913,Tome,20 Shelley Hill,66700,Cottbus,Karlovačka,Osnovna škola Šuma,51 Menomonie Terrace,1,D,Philosophy,3,Cosetta,Sliman,2026-06-26,2025-10-13,,Assistant professor,2
